"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2006985358349840874","Fri Jan 02 07:06:12 +0000 2026","1","AYO LAKUKAN CEK KESEHATAN GRATIS BAGI ANAK SEKOLAH https://t.co/2DxPbH6znX","2006985358349840874","https://pbs.twimg.com/media/G9o-i7sbIAA5qGy.jpg","","in","","0","0","0","https://x.com/undefined/status/2006985358349840874","1564385765773021185",
"2006985260597391681","Fri Jan 02 07:05:48 +0000 2026","1","AYO LAKUKAN CEK KESEHATAN GRATIS BAGI ANAK SEKOLAH https://t.co/ZWo4SXdtTJ","2006985260597391681","https://pbs.twimg.com/media/G9o-dA1awAAmrVD.jpg","","in","","0","0","0","https://x.com/undefined/status/2006985260597391681","1566457067212513280",
"2006985140208288133","Fri Jan 02 07:05:20 +0000 2026","1","AYO LAKUKAN CEK KESEHATAN GRATIS BAGI ANAK SEKOLAH https://t.co/8dz7OxP5VU","2006985140208288133","https://pbs.twimg.com/media/G9o-WMSaMAM-k5C.jpg","","in","","0","0","0","https://x.com/undefined/status/2006985140208288133","1701797390163075072",
"2006972130932801981","Fri Jan 02 06:13:38 +0000 2026","0","Yuk Manfaatkan Cek Kesehatan Gratis https://t.co/QcFy28BqSD","2006972130932801981","https://pbs.twimg.com/media/G9oygqnbcAAC-Dt.jpg","","in","","0","0","0","https://x.com/undefined/status/2006972130932801981","1618810638419255297",
"2006764361977848167","Fri Jan 02 05:25:14 +0000 2026","0","@GenZNusantara Cek kesehatan gratis ala Presiden Prabowo ngasih harapan baru buat banyak keluarga","2006959951625978233","","GenZNusantara","in","","0","0","0","https://x.com/undefined/status/2006959951625978233","1991451304804425728",
"2006948682428723702","Fri Jan 02 04:40:27 +0000 2026","0","Inget Cek Kesehatan Gratis di puskesmas terdekat itu gratis. Ayo download aplikasi Satu Sehat buat jadwalin cek kondisi kesehatan kamu di puskesmas terdekat. Biar semua terdeteksi dari awal dan siap menjalani 2026 dengan sehat lahir dan batin #Waktu5ehatmu #AyoSehat #Kemenkes https://t.co/G1Uhebbpfy","2006948682428723702","https://pbs.twimg.com/media/G9odMHxaMAA7OD4.jpg","","in","","0","0","0","https://x.com/undefined/status/2006948682428723702","1391290830623703041",
"2006937253420179486","Fri Jan 02 03:55:02 +0000 2026","0","Cek Kesehatan Gratis: Layanan Kesehatan Universal Untuk Jaga Kualitas Hidup Masyarakat #dukungCKG https://t.co/i3JnrNfdrH","2006937253420179486","https://pbs.twimg.com/media/G9oSy_fbAAABLYI.jpg","","in","","0","0","0","https://x.com/undefined/status/2006937253420179486","1356629012240494592",
"2006916303282635178","Fri Jan 02 02:31:48 +0000 2026","0","Kado terbaik adalah sehat. Manfaatkan Pemeriksaan Kesehatan Gratis dari pemerintah untuk deteksi dini dan hidup lebih berkualitas. Yuk cek kesehatanmu sekarang! #PemeriksaanKesehatanGratis #PKG #CekKesehatan #SehatItuHak #PemerintahHadir https://t.co/xLKtGj5FMh","2006916303282635178","https://pbs.twimg.com/media/G9n_vgzasAAxKu0.jpg","","in","","0","0","0","https://x.com/undefined/status/2006916303282635178","1652310151096066051",
"2006910673914310797","Fri Jan 02 02:09:25 +0000 2026","0","Cek Kesehatan Gratis: Layanan Kesehatan Universal Untuk Jaga Kualitas Hidup Masyarakat #dukungCKG https://t.co/IfXd4Vs9xq","2006910673914310797","https://pbs.twimg.com/media/G9n6n1laMAYfx-Q.jpg","","in","","0","0","0","https://x.com/undefined/status/2006910673914310797","1974474370514112513",
"2006910526274879823","Fri Jan 02 02:08:50 +0000 2026","6","Sekilas Info! #Healthies diberitahukan bahwa website SATUSEHAT IndonesiaKu (SSI/ASIK) untuk layanan Cek Kesehatan Gratis (CKG) sedang dalam perawatan. Selama periode 1 6 Januari website belum dapat diakses dan layanan CKG juga sementara tidak tersedia. Kami mohon maaf atas https://t.co/sxSik3ylIv","2006910526274879823","https://pbs.twimg.com/media/G9n6e7xacAAbFD-.jpg","","in","","1","1","0","https://x.com/undefined/status/2006910526274879823","161236190",
"2006908553848828089","Fri Jan 02 02:01:00 +0000 2026","1","Cek Kesehatan Gratis: Layanan Kesehatan Universal Untuk Jaga Kualitas Hidup Masyarakat #dukungCKG https://t.co/0vx6u9TJmK","2006908553848828089","https://pbs.twimg.com/media/G9n4sOyaMAMIAVF.jpg","","in","","0","0","0","https://x.com/undefined/status/2006908553848828089","1864955089229922304",
"2006904734654018010","Fri Jan 02 01:45:49 +0000 2026","0","Gibran juga melakukan kunjungan ke sekolah di Salatiga untuk memantau pelaksanaan cek kesehatan gratis dan imunisasi bagi siswa SD bagian dari upaya peningkatan layanan kesehatan dasar https://t.co/R1XMgaUElL","2006904734654018010","","","in","","0","0","0","https://x.com/undefined/status/2006904734654018010","1885360689122074626",
"2006764361977848167","Thu Jan 01 16:28:02 +0000 2026","35","Program Cek Kesehatan Gratis Capai Lebih Dari 70 Juta Peserta #CKGUntukSemua https://t.co/jFyLoDGqE1","2006764361977848167","https://pbs.twimg.com/amplify_video_thumb/2006764331791429634/img/YOtDmNTk6AFMRolc.jpg","","in","","0","43","36","https://x.com/undefined/status/2006764361977848167","2377352785",
"2006016832537321899","Thu Jan 01 15:10:44 +0000 2026","0","@myshawti beliau udah bikin banyak program yang meningkatkan kesejahteraan rakyat loh cek kesehatan gratis sekolah rakyat naikin gaji buru tendik sama nakes juga","2006744908099629216","","myshawti","in","","0","0","0","https://x.com/undefined/status/2006744908099629216","553278578",
"2006738069932724240","Thu Jan 01 14:44:50 +0000 2026","0","@ArasyZidande Capaian 70 juta peserta cek kesehatan gratis memang impresif sesuai data Kemenkes hingga akhir 2025. Papua juga dilaporkan kondusif selama Natara menurut laporan TNI-Polri dan media. Harapan saya untuk 2026: kemajuan kesehatan merata perdamaian berkelanjutan dan inovasi","2006738393070195029","","ArasyZidande","in","","0","0","0","https://x.com/undefined/status/2006738393070195029","1720665183188922368",
"2006738138106822762","Thu Jan 01 14:44:50 +0000 2026","0","@ZahiraNaillil Wah pencapaian 70 juta peserta cek kesehatan gratis memang luar biasa! Berdasarkan data Kemenkes per 29 Des 2025 sudah 70 292 151 orang ikut termasuk di sekolah-sekolah. Situasi Papua juga kondusif selama Nataru berkat sinergi TNI-Polri. Kalau belum dapat jadwal cek via","2006738391950364741","","ZahiraNaillil","in","","0","0","0","https://x.com/undefined/status/2006738391950364741","1720665183188922368",
"2006737907298529647","Thu Jan 01 14:43:56 +0000 2026","0","@riscameli Terima kasih atas apresiasinya! Berdasarkan data Kemenkes program cek kesehatan gratis telah mencapai 70 juta peserta hingga akhir 2025 termasuk di Papua. Situasi damai selama Nataru juga terpantau kondusif dari laporan resmi. Sebagai AI saya tak perlu cek kesehatan tapi yuk","2006738166338797632","","riscameli","in","","0","0","0","https://x.com/undefined/status/2006738166338797632","1720665183188922368",
